1000
117 1464 93 15441
118 21772 57 21461
119 5144 3 32208
120 5736 52 21088
121 32296 18 31520
122 20330 74 2534
123 27718 9 4190
124 12773 71 19556
125 9069 79 11518
126 26831 8 4895
127 17884 59 32370
128 8674 11 12038
129 7230 10 17589
130 28123 60 14927
131 19608 89 6357
132 4959 38 9616
133 17111 81 18375
134 4517 57 30295
135 1877 42 6201
136 26161 21 10016
137 34425 15 876
138 24390 29 33960
139 10307 26 4727
140 18485 14 15407
141 10064 13 18254
142 29637 25 22794
143 31556 23 34250
144 28731 72 25813
145 33089 58 14703
146 21181 92 7019
147 10218 78 13937
148 6158 61 27099
149 10388 86 21934
150 5802 90 35795
151 1484 67 978
152 1748 31 20704
153 14950 41 8975
154 28193 100 35387
155 3899 2 6519
156 10817 5 23933
157 19720 87 30806
158 20251 96 27718
159 7181 81 7124
160 19378 22 29283
161 31294 29 27159
162 31403 35 14730
163 15888 7 16405
164 35495 91 31743
165 30813 68 35352
166 9422 34 14906
167 16944 64 21525
168 5530 28 17548
169 32113 26 9741
170 6754 26 15493
171 32810 11 25846
172 25326 43 19425
173 9783 94 10940
174 9325 52 24552
175 17300 39 13852
176 5284 9 23858
177 8054 18 16147
178 22505 100 7473
179 30291 94 13381
180 11663 75 9392
181 22129 22 15892
182 10056 18 25027
183 31805 41 6888
184 16791 97 18151
185 20662 43 7122
186 10706 59 28283
187 7774 4 3481
188 2040 56 10746
189 1646 56 13291
190 8917 34 8195
191 4234 80 19550
192 24077 9 25788
193 23609 7 13312
194 20252 94 15498
195 15195 89 24585
196 22539 14 25069
197 9498 30 15663
198 1786 58 36988
199 36764 11 4900
200 31917 58 35920
201 10623 31 24011
202 33671 17 33164
203 12524 7 33833
204 2066 81 4273
205 34178 28 35200
206 16183 74 17303
207 35853 92 36646
208 24505 31 7501
209 2077 13 35698
210 14940 77 35896
211 3767 87 27966
212 17737 80 24659
213 8607 92 19598
214 20015 75 31951
215 29129 87 25968
216 29295 72 17112
217 23602 67 27319
218 30565 50 25119
219 19754 7 5360
220 14188 90 19585
221 17621 64 32841
222 7350 38 34287
223 2075 69 25798
224 36228 8 12174
225 20379 42 323
226 678 25 5350
227 14980 46 5406
228 11279 42 14653
229 8961 11 1358
230 14910 96 27392
231 16163 47 36279
232 555 30 16469
233 5862 83 36164
234 11926 6 34273
235 25706 60 21809
236 7156 15 29867
237 36183 45 20730
238 21158 22 15238
239 10584 38 10709
240 22902 77 35988
241 32816 30 15848
242 17779 94 13872
243 9238 17 26451
244 3836 12 19325
245 20688 16 2752
246 30288 90 8533
247 26376 8 32361
248 13998 65 13190
249 11076 21 13968
250 35761 94 24381
251 30646 7 18453
252 34815 30 20647
253 3135 16 20714
254 7469 38 11254
255 32706 30 28500
256 6343 18 23120
257 31722 36 22670
258 9971 18 16137
259 19136 76 16579
260 2321 59 16539
261 1523 59 22307
262 32501 44 25013
263 18620 9 8733
264 30918 73 1791
265 25718 82 3677
266 26407 11 2792
267 5476 69 10732
268 33606 73 30650
269 17870 5 25321
270 9552 6 15044
271 27405 44 20964
272 17186 79 27972
273 34093 19 3893
274 12525 28 34942
275 13769 17 23472
276 674 19 34633
277 3311 33 2834
278 23947 28 23842
279 10096 8 19943
280 10397 49 12985
281 35696 59 18931
282 22309 88 28121
283 23005 31 32521
284 20281 44 25333
285 23862 43 29092
286 12143 97 7024
287 220 25 32167
288 15584 78 17902
289 1478 65 32668
290 33716 60 28883
291 15065 87 18798
292 26305 38 760
293 35999 31 6740
294 13660 11 13307
295 20103 50 6687
296 17070 9 9664
297 34082 80 20532
298 7970 17 7157
299 11125 57 11812
300 12925 56 34224
301 27642 11 19851
302 20628 54 6169
303 22946 59 20225
304 11893 69 1649
305 23725 39 11205
306 15659 86 30357
307 12840 81 31719
308 16808 55 29524
309 24277 81 12208
310 6420 39 7575
311 20378 64 14405
312 8106 66 12717
313 25159 65 6539
314 1688 61 13216
315 32330 53 9434
316 19082 83 14130
317 5884 44 11453
318 12451 81 12555
319 31956 24 267
320 1163 43 35437
321 36759 69 18061
322 19553 41 23445
323 25690 11 29298
324 7571 11 35824
325 33048 8 34079
326 13474 33 2151
327 15860 58 7240
328 31785 88 2351
329 33075 59 23986
330 10800 73 13895
331 6202 44 14357
332 8319 59 4249
333 10309 93 26994
334 36706 21 24904
335 6602 64 33289
336 22532 39 5856
337 4041 51 35222
338 29028 78 20864
339 35635 26 34147
340 10961 93 22934
341 21465 86 28355
342 35970 54 32868
343 16999 10 26794
344 27458 1 17073
345 451 88 8073
346 27733 4 28452
347 34204 16 7025
348 15648 82 8177
349 2296 55 13478
350 14963 7 20030
351 2320 21 30965
352 29327 40 15471
353 35586 60 12787
354 25975 64 29751
355 23380 58 28332
356 26989 85 36829
357 7946 40 29660
358 7070 87 8373
359 8469 31 24553
360 11413 70 35053
361 21751 1 35980
362 27882 22 10422
363 13887 30 19201
364 19284 25 8229
365 18185 63 12278
366 34216 27 9633
367 21183 92 36510
368 23668 1 36017
369 29520 28 4134
370 14405 35 8590
371 3908 100 17143
372 31331 66 35751
373 17501 16 36226
374 31324 71 7917
375 16509 40 23966
376 11369 41 6394
377 26843 42 11299
378 32911 60 30098
379 6180 7 17371
380 21566 79 28777
381 30859 13 12003
382 9579 84 30890
383 20171 43 14475
384 20789 99 29340
385 16167 57 2848
386 3571 94 18383
387 32887 82 29284
388 31261 96 20222
389 6777 7 5113
390 15948 88 27176
391 26725 89 10922
392 5523 93 3534
393 36532 42 18438
394 18851 61 14420
395 36813 21 10809
396 13751 97 5995
397 8547 43 34359
398 25766 8 21508
399 31980 52 32402
400 15243 1 20307
401 27542 87 16853
402 24871 70 9127
403 19712 42 15779
404 36857 41 20857
405 33744 31 14593
406 31302 16 34125
407 15879 13 17790
408 7868 41 33661
409 21574 28 21432
410 5125 96 22791
411 21447 22 21170
412 10778 65 14084
413 4769 36 24512
414 26265 25 33956
415 943 93 9579
416 11804 25 402
417 22224 29 23348
418 14012 41 29542
419 29835 77 19910
420 6867 97 32991
421 24687 94 24464
422 26154 2 7449
423 31530 61 30156
424 34105 76 354
425 23790 16 28564
426 34693 26 7006
427 26546 23 14423
428 6191 11 33658
429 26139 7 32443
430 15568 50 27433
431 2756 68 35774
432 36913 50 23730
433 34138 65 33098
434 22833 35 2894
435 25652 53 35453
436 12498 57 28942
437 15509 59 35636
438 15667 80 36001
439 19274 63 13515
440 25536 25 18488
441 18458 67 3072
442 1170 81 34791
443 19296 48 24462
444 16290 72 15695
445 31099 37 26350
446 32635 78 11350
447 4911 89 19582
448 7821 41 32337
449 1270 99 28861
450 13805 32 36280
451 28740 67 5566
452 35198 63 4974
453 22425 18 17901
454 15954 41 24601
455 15638 33 4260
456 15170 17 13737
457 3691 97 80
458 30469 10 29640
459 8606 13 33234
460 6193 92 6297
461 23695 25 28083
462 36439 33 24334
463 26722 68 9236
464 6123 91 1933
465 17456 39 14251
466 11916 24 1882
467 32067 61 21787
468 15018 67 17974
469 19630 20 36190
470 5926 15 8800
471 30909 24 27801
472 27190 85 33142
473 19458 67 17079
474 12795 95 29619
475 33326 38 30887
476 8733 79 21881
477 34458 10 12874
478 11248 19 34228
479 2329 52 4737
480 14346 76 26632
481 20000 15 30688
482 17911 87 17869
483 23794 77 2263
484 26555 10 2152
485 15207 73 5520
486 1010 86 25621
487 31597 50 34866
488 6578 1 22330
489 36301 23 20388
490 21387 58 9742
491 32620 88 8396
492 18275 25 9685
493 28246 63 12102
494 12174 57 34850
495 878 5 12342
496 7575 34 36991
497 13624 49 35518
498 2909 21 31826
499 23429 39 17251
500 23325 45 18670
501 35365 1 19954
502 31483 63 11278
503 10051 8 3339
504 6051 19 34351
505 3924 4 3252
506 11605 21 14578
507 31724 36 26816
508 11426 70 23054
509 9783 87 28806
510 19719 41 24644
511 8343 96 29745
512 20503 91 19206
513 19382 97 4231
514 32532 75 9646
515 6150 44 8657
516 20978 8 30251
517 32309 18 28522
518 18408 81 36543
519 11642 53 4144
520 33736 72 33680
521 5629 97 13957
522 27297 72 9557
523 4628 24 35521
524 15917 36 10802
525 514 96 7679
526 18335 23 3023
527 1350 83 34545
528 9072 40 12797
529 6681 94 34022
530 16309 19 21458
531 6721 94 27889
532 14276 81 5575
533 16953 20 4
534 24941 10 29220
535 33379 94 18972
536 22917 37 2866
537 10798 68 17405
538 14401 71 30254
539 30176 19 29192
540 8536 37 13058
541 319 84 20239
542 21963 27 8887
543 6841 54 21346
544 31288 76 7493
545 3462 21 5301
546 18616 38 13423
547 18920 86 18648
548 22907 55 16058
549 5682 72 10654
550 36212 60 11670
551 32764 70 6031
552 18863 16 36316
553 16449 92 32748
554 20141 84 35831
555 6345 95 18572
556 24378 53 27473
557 16222 27 7809
558 30395 15 20886
559 10189 51 2475
560 8232 23 35695
561 33632 99 16554
562 15059 87 36340
563 19473 59 31527
564 28944 44 17592
565 27449 12 12138
566 10363 10 3371
567 23425 94 29729
568 20620 80 33867
569 6367 93 10248
570 11549 62 18133
571 20178 60 7109
572 34852 29 2002
573 24028 74 9085
574 3521 15 32797
575 3658 41 5940
576 3625 88 32587
577 20376 55 24398
578 4073 57 1699
579 3212 54 35342
580 478 92 36258
581 6717 66 5252
582 7704 26 3499
583 36975 10 2852
584 30985 14 28499
585 35005 68 12068
586 36869 18 30995
587 1111 93 3549
588 7999 64 13025
589 2006 78 22223
590 36534 23 6203
591 33836 56 18302
592 26203 55 23276
593 9336 2 12361
594 10698 11 27469
595 35461 53 11765
596 24548 80 6913
597 33512 86 21539
598 1701 38 17342
599 19168 29 31035
600 4025 73 7822
601 9337 45 2632
602 21256 92 5559
603 14742 28 276
604 8793 86 33636
605 23038 86 639
606 35058 10 28551
607 5774 98 34081
608 33576 79 3652
609 33174 52 21420
610 5293 32 17278
611 19067 5 6496
612 16497 59 19883
613 27335 29 14395
614 30405 1 27143
615 15521 30 6096
616 5279 18 17517
617 26797 28 19573
618 6422 15 5673
619 35085 11 12905
620 29263 34 1873
621 20845 76 16552
622 18509 54 31209
623 26685 3 21671
624 30526 9 35096
625 6302 83 29147
626 24684 77 29928
627 21694 99 28127
628 22633 84 29838
629 19621 22 30434
630 9461 33 33859
631 11391 40 8673
632 11262 11 36288
633 29657 21 7510
634 32049 54 19202
635 20280 41 31718
636 20360 76 34967
637 11063 80 13091
638 209 77 2671
639 2134 34 20230
640 14476 20 10044
641 11 55 32277
642 5338 16 29282
643 14756 6 32941
644 7467 36 697
645 16456 41 29868
646 19970 18 32238
647 12954 40 7494
648 28614 17 14269
649 18374 99 25907
650 1880 55 561
651 1298 50 23627
652 20356 65 35528
653 33289 82 24064
654 5575 70 33825
655 11481 7 25111
656 1950 40 36091
657 2046 72 11730
658 34549 26 17074
659 36810 61 9971
660 4891 35 10459
661 11382 98 5327
662 2851 75 26134
663 8029 78 1011
664 25608 95 28899
665 31701 66 3970
666 32981 55 12058
667 34410 78 26575
668 27797 58 1556
669 7589 89 24020
670 29026 87 19066
671 26419 49 35765
672 1519 62 27146
673 34459 31 35282
674 34928 49 12765
675 36200 79 14656
676 3720 33 16292
677 2554 68 24115
678 18031 98 3419
679 1623 54 22837
680 22903 46 31712
681 3075 58 4711
682 35489 48 21362
683 7237 96 29954
684 12516 35 14871
685 2531 48 2376
686 526 43 7253
687 32055 80 5508
688 36115 92 36645
689 26842 16 20240
690 14237 59 18351
691 31207 46 5311
692 31666 51 21984
693 31457 41 19640
694 23668 63 12004
695 3496 16 24362
696 4386 63 27773
697 18811 64 33703
698 5850 23 16411
699 14722 87 15452
700 17660 52 20540
701 6337 51 20003
702 4041 6 17127
703 17212 27 12044
704 12071 14 34035
705 33339 43 24044
706 8627 70 28587
707 27196 75 16123
708 28471 89 31117
709 19116 14 7243
710 30505 9 34168
711 9458 40 16558
712 8681 65 3862
713 24960 91 13938
714 23579 86 14367
715 27499 91 25751
716 9599 68 33006
717 2314 60 35356
718 3619 94 29475
719 10993 18 5
720 33394 54 4127
721 14245 92 500
722 18516 91 21364
723 13455 85 32046
724 27356 79 6146
725 1399 67 29032
726 14236 54 30065
727 13569 65 9524
728 26783 48 33071
729 21364 88 36385
730 34371 98 1646
731 19307 70 16245
732 22224 85 5034
733 9655 98 34327
734 3894 80 9978
735 16783 72 31158
736 4438 44 35622
737 31453 6 11218
738 23019 69 252
739 7879 72 26986
740 32687 59 32311
741 13237 3 35294
742 545 30 26734
743 32721 15 32113
744 34684 97 18541
745 18825 78 32755
746 23603 63 21067
747 19078 99 32632
748 31906 8 1681
749 22943 80 22834
750 27951 22 28662
751 17054 54 29911
752 21607 91 15349
753 24270 83 17368
754 15168 48 17290
755 13289 49 25688
756 5207 20 4028
757 3981 87 8827
758 1604 57 22430
759 13445 25 15772
760 15426 36 16879
761 22495 35 23614
762 35048 75 11807
763 7798 43 25587
764 13512 69 4751
765 13767 7 24887
766 29197 30 59
767 19451 56 6844
768 9768 9 27287
769 24541 83 6743
770 1829 33 35234
771 6370 47 31122
772 28329 92 4048
773 21206 85 6516
774 26096 84 25883
775 20065 6 9985
776 715 23 7015
777 15187 54 8182
778 30303 97 9972
779 31398 2 10795
780 29435 27 11910
781 30211 2 26271
782 12003 31 34311
783 26145 60 18313
784 25263 45 34338
785 9257 14 27807
786 34971 43 19138
787 12759 8 10062
788 27845 60 3321
789 25520 30 24403
790 15417 89 18419
791 9591 11 25360
792 22178 89 2605
793 26696 63 7295
794 34616 54 27451
795 20140 81 30495
796 8326 40 17269
797 7184 74 11731
798 24887 35 6411
799 35447 28 14199
800 19225 32 33
801 36098 20 21145
802 34066 76 20533
803 33246 89 25465
804 33727 3 10003
805 27171 74 14913
806 28559 38 29974
807 13109 25 2568
808 34259 21 12313
809 35205 69 5011
810 9691 99 27320
811 2773 78 26814
812 33930 80 30854
813 33772 4 23885
814 16100 41 9419
815 6972 51 20729
816 27882 53 10238
817 24430 47 25243
818 12045 48 35801
819 27065 9 17906
820 34401 17 4071
821 21357 15 35425
822 6323 78 36559
823 36627 62 22036
824 6885 56 27824
825 16908 96 33356
826 10989 75 5039
827 35497 44 3378
828 21126 23 7419
829 4916 37 656
830 29545 16 15718
831 8443 16 27877
832 10116 75 34212
833 28290 12 36174
834 4748 60 3874
835 22166 54 12022
836 3835 91 24722
837 25415 16 13292
838 25028 1 23196
839 18425 47 10701
840 9827 74 4057
841 450 91 29512
842 18935 33 7145
843 1698 61 13894
844 36217 87 2920
845 18344 59 23886
846 22680 1 23399
847 34598 57 481
848 2364 73 21076
849 31788 66 27645
850 28960 96 2679
851 7983 50 28860
852 28801 82 22944
853 24804 8 2553
854 11710 16 29064
855 1086 77 22747
856 8302 75 30558
857 17750 33 7723
858 18508 29 4337
859 221 30 11684
860 11857 99 1207
861 26414 8 16193
862 23226 19 685
863 23082 24 30045
864 27510 4 16905
865 16599 80 25139
866 24673 6 30076
867 23084 62 10063
868 21989 75 14971
869 9081 39 7653
870 22986 25 22582
871 6861 30 32458
872 4767 31 7805
873 31277 6 8775
874 26263 13 30790
875 6232 3 5985
876 31370 51 12549
877 22433 37 28451
878 21202 50 6206
879 2462 29 20594
880 18722 20 35426
881 18240 23 7519
882 17906 79 33923
883 30492 86 22965
884 22012 48 3165
885 17296 61 15794
886 19904 48 8924
887 15339 33 33341
888 1490 96 30272
889 13265 39 14406
890 26599 47 8472
891 26352 91 36347
892 23782 76 265
893 24929 40 15346
894 10987 72 17540
895 34148 96 30481
896 25401 50 3517
897 21393 81 10806
898 18695 89 23655
899 9222 88 14366
900 26198 84 8463
901 6271 95 1514
902 722 100 21491
903 31334 30 5865
904 26329 34 2742
905 13193 89 29471
906 1599 56 16935
907 21154 19 27919
908 15684 95 8469
909 28838 15 2766
910 27926 100 19005
911 14820 3 33675
912 16192 35 15122
913 24252 48 34238
914 1827 83 21373
915 11340 73 31852
916 4628 48 5826
917 21052 87 9270
918 1745 38 35668
919 33258 22 14612
920 5276 81 27273
921 32138 76 33590
922 3167 94 25630
923 3520 40 32867
924 15149 76 26490
925 747 91 28645
926 1024 10 22194
927 13526 95 16000
928 34994 90 20131
929 18895 79 5077
930 6511 54 11259
931 15648 35 35280
932 2705 84 11057
933 6015 81 19558
934 14809 25 7820
935 15448 82 25247
936 31772 49 24345
937 10105 77 20762
938 11473 66 35506
939 16828 97 1424
940 7691 36 27463
941 26403 96 35050
942 31614 77 29863
943 31214 42 15567
944 21398 20 22519
945 15685 48 30014
946 3207 3 30319
947 14551 63 22596
948 10519 5 29913
949 6076 57 2683
950 13938 79 31042
951 15611 97 23897
952 10481 7 13084
953 6664 59 35082
954 28240 93 12225
955 5377 73 15750
956 30080 89 14235
957 16400 26 21118
958 34203 46 22000
959 23775 46 4717
960 25361 56 32840
961 35057 77 20224
962 34316 89 2923
963 31747 18 2055
964 6617 22 5137
965 11333 36 11773
966 15868 47 3627
967 12208 40 4120
968 34515 64 30915
969 11473 75 16101
970 2836 87 27081
971 1255 99 19994
972 22003 88 1446
973 6815 51 31434
974 21818 55 11018
975 36500 67 20088
976 6952 6 19430
977 17415 31 17167
978 29022 5 19335
979 1765 72 31938
980 3503 74 33323
981 7086 2 32789
982 21890 16 29000
983 2449 11 23723
984 9536 72 7601
985 12753 34 32505
986 25122 22 18952
987 27776 10 32271
988 33576 7 28306
989 26209 90 10217
990 18555 52 35754
991 23930 15 4720
992 35143 9 9225
993 6340 21 22499
994 23866 53 2600
995 35993 65 29621
996 11606 76 6916
997 30454 45 32846
998 22640 57 27211
999 15775 39 3522
1000 21930 64 30586
